Codigo,Tipo,Cuenta,tipo_catalogo
2108,,INTERESES PERCIBIDOS Y NO DEVENGADOS,2
2109,,DIVIDENDOS POR PAGAR,2
2110,,IVA DÉBITO FISCAL,2
2111,,IVA PERCIBIDO Y RETENIDO POR PAGAR,2
211101,,IVA PERCIBIDO,2
211102,,IVA RETENIDO,2
2112,,IMPUESTOS POR PAGAR,2
211201,,PAGO A CUENTA,2
211202,,RENTA,2
211203,,IVA,2
211204,,OTROS,2
2113,,CUENTAS POR PAGAR,2
2114,,INTERESES POR PAGAR,2
22,,NO CORRIENTE,2
2201,,PRÉSTAMOS POR PAGAR,2
2202,,DOCUMENTOS POR PAGAR,2
2203,,INFRESOS DIFERIDOS,2
2204,,PROVISIÒN PARA OBLIGACIONES LABORALES,2
2205,,PASIVO POR IMPUESTO SOBRE LA RENTA DIFERIDO,2
3,,PATRIMONIO,2
31,,CAPITAL CONTABLE,2
3101,,CAPITAL SOCIAL,2
3102,-,CAPITAL SUSCRITO NO PAGADO,2
3103,,SUPERÁVIT POR REVALUACIÒN,2
3104,,RESERVA LEGAL,2
3105,,RESERVAS VOLUNTARIAS,2
3106,,GANANCIAS ACUMULADAS,2
310601,,GANANCIAS DEL EJERCICIO,2
310602,,SUPERÁVIT REALIZADO NO DISTRIBUIBLE,2
310603,,GANANCIAS DE EJERCICIOS ANTERIORES,2
3107,-,DÉFICIT,2
310701,-,DÉFICIT ACUMULADO,2
310702,-,DÉFICIT DEL PRESENTE EJERCICIO,2
4,,CUENTAS DE RESULTADO DEUDORAS,2
41,,COSTOS,2
4101,,COSTOS DE VENTA,2
42,,GASTOS,2
4201,,GASTOS DE ADMINISTRACIÓN,2
420101,,SUELDOS Y SALARIOS,2
420102,,COMISIONES,2
420103,,VACACIONES,2
420104,,BONIFICACIONES,2
420105,,AGUINALDOS,2
420106,,HORAS EXTRAS,2
420107,,VIÁTICOS,2
420108,,ATENCIONES AL PERSONAL,2
420109,,ISSS,2
420110,,AFP,2
420111,,INSAFORP,2
420112,,HONORARIOS,2
420113,,SEGUROS,2
420114,,TRANSPORTES,2
420115,,AGUA,2
420116,,COMUNICACIONES,2
420117,,ENERGÍA ELÉCTRICA,2
420118,,PAPERLERÌA Y ÚTILES,2
420119,,DEPRECIACIÓN,2
420120,,MANTENIMIENTO Y REPARACIÒN DE MOBILIARIO Y EQUIPO,2
420121,,MANTENIMIENTO Y REPARACIÒN DE EDIFICIOS,2
210122,,MANTENIMIENTO Y REPARACIÒN DE EQUIPO DE REPARTO,2
420123,,REPARACIÓN DE MOBILIARIO Y EQUIPO,2
420124,,REPARACIÓN DE EDIFICIO,2
420125,,REPARACION DE EQUIPO DE REPARTO,2
420126,,PUBLICIDAD,2
420127,,EMPAQUES,2
420128,,ATENCIONES A CLIENTES,2
420129,,MULTAS,2
420130,,COMBUSTIBLES Y LUBRICANTES,2
420131,,IMPUESTOS MUNICIPALES,2
420132,,INSCRIPCIONES,2
420133,,LIMPIEZA,2
420134,,ALQUILERES,2
420135,,MATRÌCULAS DE COMERCIO,2
420136,,DONACIONES Y CONTRIBUCIONES,2
420137,,VIGILANCIA,2
420138,,UNIFORMES,2
420139,,AMORTIZACIONES,2
420140,,ORNATO,2
420141,,FOVIAL,2
420142,,COTRANS,2
420143,,CESC,2
420144,,COMPENSACIÓN POR RENUNCIA VOLUNTARIA,2
420145,,COMPENSACIÓN POR RENUNCIA VOLUNTARIA NO PROVISIONADA,2
420146,,INDEMNIZACIÓN NO PROVISIONADA,2
420147,,OTROS,2
4202,,GASTOS DE VENTAS,2
420201,,SUELDOS Y SALARIOS,2
420202,,COMISIONES,2
420203,,VACACIONES,2
420204,,BONIFICACIONES,2
420205,,AGUINALDOS,2
420206,,HORAS EXTRAS,2
420207,,VIÁTICOS,2
420208,,ATENCIONES AL PERSONAL,2
420209,,ISSS,2
420210,,AFP,2
420211,,INSAFORP,2
420212,,HONORARIOS,2
420213,,SEGUROS,2
420214,,TRANSPORTES,2
420215,,AGUA,2
420216,,COMUNICACIONES,2
420217,,ENERGÍA ELÉCTRICA,2
420218,,PAPERLERÌA Y ÚTILES,2
420219,,DEPRECIACIÓN,2
420220,,MANTENIMIENTO Y REPARACIÒN DE MOBILIARIO Y EQUIPO,2
420221,,MANTENIMIENTO Y REPARACIÒN DE EDIFICIOS,2
210222,,MANTENIMIENTO Y REPARACIÒN DE EQUIPO DE REPARTO,2
420223,,REPARACIÓN DE MOBILIARIO Y EQUIPO,2
420224,,REPARACIÓN DE EDIFICIO,2
420225,,REPARACION DE EQUIPO DE REPARTO,2
420226,,PUBLICIDAD,2
420227,,EMPAQUES,2
420228,,ATENCIONES A CLIENTES,2
420229,,MULTAS,2
420230,,COMBUSTIBLES Y LUBRICANTES,2
420231,,IMPUESTOS MUNICIPALES,2
420232,,INSCRIPCIONES,2
420233,,LIMPIEZA,2
420234,,ALQUILERES,2
420235,,MATRÌCULAS DE COMERCIO,2
420236,,DONACIONES Y CONTRIBUCIONES,2
420237,,VIGILANCIA,2
420238,,UNIFORMES,2
420239,,AMORTIZACIONES,2
420240,,ORNATO,2
420241,,FOVIAL,2
420242,,COTRANS,2
420243,,CESC,2
420244,,COMPENSACIÓN POR RENUNCIA VOLUNTARIA,2
420245,,COMPENSACIÓN POR RENUNCIA VOLUNTARIA NO PROVISIONADA,2
420246,,INDEMNIZACIÓN NO PROVISIONADA,2
420247,,OTROS,2
4203,,COSTOS FINANCIEROS,2
420301,,INTERESES,2
420302,,COMISIONES BANCARIAS,2
420303,,OTROS,2
4204,,GASTOS POR IMPUESTO SOBRE RENTA CORRIENTE,2
4205,,GASTOS POR IMPUESTO SOBRE LA RENTA DEFINITIVO,2
4206,,GASTOS POR IMPUESTO SOBRE LA RENTA DIFERIDO,2
43,,PÉRDIDAS,2
4301,,PÉRDIDAS EN VENTA DE ACTIVOS DE EXPLOTACIÓN,2
4302,,PÉRDIDA EN VENTA DE INSTRUMENTOS FINANCIEROS,2
4303,,PÉRDIDA EN VENTAS DE INTANGIBLES,2
4304,,PÉRDIDA POR DETERIORO DE INVENTARIOS,2
4305,,"PÉRDIDA POR DETERIORO EN PROPIEDAD, PLANTA Y EQUIPO",2
4306,,PÉRDIDA POR DETERIORO DE INTANGIBLES,2
4307,,PÉRDIDA POR DETERIORO DE INSTRUMENTOS FINANCIEROS,2
4308,,PÉRDIDAS POR CASOS FORTUITOS EN ACTIVOS,2
4309,,"PÉRDIDA POR DESVALORIZACIÓN DE PROPIEDAD, PLANTA Y EQUIPO",2
5,,CUENTAS DE RESULTADO ACREEDORAS,2
51,,INGRESOS DE OPERACIÒN,2
5101,,VENTAS,2
5102,,INGRESOS POR IMPUESTO SOBRE LA RENTA DIFERIDO,2
5103,,INGRESO REVERSIÓN DE PÉRDIDAS POR DETERIORO DE ACTIVOS,2
5104,,"INGRESO REVERSIÒN DE PÉRDIDA POR DETERIORO DE PROPIEDAD, PLANTA Y EQUIPO",2
5105,,INGRESO POR REVERSIÓN POR PÉRDIDA POR DETERIORO DE INTANGIBLES.,2
5106,,INGRESO POR REVERSIÓN DE PÉRDIDAS POR DETERIORO INSTRUMENTOS FINANCIEROS.,2
5107,,INGRESOS POR REVERSIÓN DE PÉRDIDAS  POR DESVALORIZACIÓN POR PROPIEDAD PLANTA Y EQUIPOS,2
52,,GANANCIAS,2
5201,,GANANCIAS POR INTERESES,2
5202,,GANANCIA EN VENTA DE ACTIVO DE EXPLOTACIÒN,2
5203,,GANANCIAS EN VENTA DE INTANGIBLES,2
5204,,GANANCIA EN VENTA DE INSTRUMENTOS FINANCIEROS,2
5205,,GANANCIA POR DIVIDENDOS EN ACCIONES COMUNES,2
5206,,OTRAS GANANCIAS,2
6,,CUENTA DE CIERRE,2
61,,CUENTA LIQUIDADORA,2
6101,,PÉRDIDAS Y GANANCIAS,2
