Codigo,Tipo,Cuenta,tipo_catalogo
5107,,INGRESO POR REVERSIÓN DE PÉRDIDAS POR DETERIORO INSTRUMENTOS FINANCIEROS.,1
5108,,INGRESOS POR REVERSIÓN DE PÉRDIDAS  POR DESVALORIZACIÓN POR PROPIEDAD PLANTA Y EQUIPOS,1
52,,GANANCIAS,1
5201,,GANANCIAS POR INTERESES,1
5202,,GANANCIA EN VENTA DE ACTIVO DE EXPLOTACIÒN,1
5203,,GANANCIAS EN VENTA DE INTANGIBLES,1
5204,,GANANCIA EN VENTA DE INSTRUMENTOS FINANCIEROS,1
5205,,GANANCIA POR DIVIDENDOS EN ACCIONES COMUNES,1
5206,,OTRAS GANANCIAS,1
6,,CUENTA DE CIERRE,1
61,,CUENTA LIQUIDADORA,1
6101,,PÉRDIDAS Y GANANCIAS,1
